Grupo,Título,ID,NID Drupal,Link,Tipo,Status,País,Fecha Anuncio,Fecha Cierre,Valor USD,Publicado,Tiene Excerpt,Patrón Detectado
330,"Mubadala recibe financiamiento para la adquisición de refinería Landulpho Alves",drupal-95415,95415,https://lexlatin.com/node/95415,Financiamientos,Cerrado,"Estados Unidos",2022-11-30,2022-11-30,1715000000.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
330,"Mubadala recibe financiamiento para la adquisición de refinería Landulpho Alves",drupal-95417,95417,https://lexlatin.com/node/95417,Financiamientos,Cerrado,"Estados Unidos",2022-11-30,2022-11-30,700000000.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
330,"Mubadala recibe financiamiento para la adquisición de refinería Landulpho Alves",drupal-95418,95418,https://lexlatin.com/node/95418,Emisiones,Cerrado,"Estados Unidos",2022-11-30,2022-11-30,1800000000.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
331,"Multilatina peruana Alicorp fusiona sus tres filiales en Bolivia",drupal-58526,58526,https://lexlatin.com/node/58526,M&A,Cerrado,"Perú",,,240500000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
331,"Multilatina peruana Alicorp fusiona sus tres filiales en Bolivia",drupal-71728,71728,https://lexlatin.com/node/71728,M&A,Cerrado,"Perú",,,240500000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
331,"Multilatina peruana Alicorp fusiona sus tres filiales en Bolivia",drupal-71729,71729,https://lexlatin.com/node/71729,M&A,Cerrado,"Perú",,,408330000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
332,"Nace GenuX, joint venture entre Exus Management Partners y Glencore International",drupal-116751,116751,https://lexlatin.com/node/116751,M&A,Cerrado,"México",2023-11-09,2023-11-09,,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
332,"Nace GenuX, joint venture entre Exus Management Partners y Glencore International",drupal-117534,117534,https://lexlatin.com/node/117534,M&A,Cerrado,"México",2023-11-09,2023-11-09,,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
332,"Nace GenuX, joint venture entre Exus Management Partners y Glencore International",drupal-117535,117535,https://lexlatin.com/node/117535,M&A,Cerrado,"México",2023-11-09,2023-11-09,1078000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
333,"Nemak realiza primer emisión de bonos de sostenibilidad",drupal-86602,86602,https://lexlatin.com/node/86602,Emisiones,Cerrado,"Estados Unidos",2021-07-20,2021-07-20,590400000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
333,"Nemak realiza primer emisión de bonos de sostenibilidad",drupal-86749,86749,https://lexlatin.com/node/86749,Emisiones,Cerrado,"Estados Unidos",2021-07-20,2021-07-20,590400000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
333,"Nemak realiza primer emisión de bonos de sostenibilidad",drupal-86751,86751,https://lexlatin.com/node/86751,Emisiones,Cerrado,"Estados Unidos",2021-06-28,2021-06-28,500000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
334,"Neoenergía y Centrais Eletricas do Norte do Brasil realizan un canje de acciones",drupal-109082,109082,https://lexlatin.com/node/109082,M&A,Cerrado,"Brasil",2023-01-05,2023-01-05,,NO,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
334,"Neoenergía y Centrais Eletricas do Norte do Brasil realizan un canje de acciones",drupal-109083,109083,https://lexlatin.com/node/109083,M&A,Cerrado,"Brasil",2023-01-05,2023-01-05,,NO,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
334,"Neoenergía y Centrais Eletricas do Norte do Brasil realizan un canje de acciones",drupal-109084,109084,https://lexlatin.com/node/109084,M&A,Cerrado,"Brasil",2023-01-05,2023-01-05,,NO,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
335,"Neoenergía y Eletronorte realizan oferta de canje ",drupal-107167,107167,https://lexlatin.com/node/107167,M&A,Cerrado,"Brasil",2022-12-16,2022-12-16,152916958.70,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
335,"Neoenergía y Eletronorte realizan oferta de canje ",drupal-107361,107361,https://lexlatin.com/node/107361,M&A,Cerrado,"Brasil",2022-12-16,2022-12-16,152916958.70,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
335,"Neoenergía y Eletronorte realizan oferta de canje ",drupal-107362,107362,https://lexlatin.com/node/107362,M&A,Cerrado,"Brasil",2022-12-16,2022-12-16,,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
336,"Nexus Group aumenta participación en empresa peruana de entretenimiento",drupal-82263,82263,https://lexlatin.com/node/82263,M&A,Cerrado,"Estados Unidos",2021-02-22,2021-02-22,21000000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
336,"Nexus Group aumenta participación en empresa peruana de entretenimiento",drupal-82419,82419,https://lexlatin.com/node/82419,M&A,Cerrado,"Estados Unidos",2021-02-08,2021-02-08,21000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
336,"Nexus Group aumenta participación en empresa peruana de entretenimiento",drupal-82420,82420,https://lexlatin.com/node/82420,Financiamientos,Cerrado,"Estados Unidos",2021-02-22,2021-02-22,20500000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
337,"NG.Cash levanta capital para invertir en IA y colaboraciones con influencers",drupal-127390,127390,https://lexlatin.com/node/127390,M&A,Cerrada,"Estados Unidos",,,,NO,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
337,"NG.Cash levanta capital para invertir en IA y colaboraciones con influencers",drupal-127391,127391,https://lexlatin.com/node/127391,M&A,Cerrada,"Estados Unidos",,,,SÍ,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
338,"Novonor y NSP Investimentos realizan adquisición de acciones preferenciales emitidas por Braskem",drupal-104486,104486,https://lexlatin.com/node/104486,Emisiones,Cerrado,"Estados Unidos",2022-01-14,2022-01-14,,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
338,"Novonor y NSP Investimentos realizan adquisición de acciones preferenciales emitidas por Braskem",drupal-104500,104500,https://lexlatin.com/node/104500,M&A,Cerrado,"Estados Unidos",2021-12-15,2021-12-15,,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
338,"Novonor y NSP Investimentos realizan adquisición de acciones preferenciales emitidas por Braskem",drupal-104501,104501,https://lexlatin.com/node/104501,Emisiones,Cerrado,"Estados Unidos",2022-01-14,2022-01-14,1556340500.93,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
339,"Nowports, el nuevo unicornio mexicano",drupal-97633,97633,https://lexlatin.com/node/97633,M&A,Cerrado,"Estados Unidos",2022-05-20,2022-05-20,150000000.00,SÍ,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
339,"Nowports, el nuevo unicornio mexicano",drupal-98114,98114,https://lexlatin.com/node/98114,Financiamientos,Cerrado,"Estados Unidos",2022-05-20,2022-05-20,150000000.00,NO,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
339,"Nowports, el nuevo unicornio mexicano",drupal-98115,98115,https://lexlatin.com/node/98115,M&A,Cerrado,"Estados Unidos",2022-05-20,2022-05-20,150000000.00,NO,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
340,"Omega Geração recauda fondos para expandir negocio de generación de energía",drupal-78581,78581,https://lexlatin.com/node/78581,Emisiones,Cerrado,"Estados Unidos",2020-09-18,2020-09-18,156100000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
340,"Omega Geração recauda fondos para expandir negocio de generación de energía",drupal-78674,78674,https://lexlatin.com/node/78674,Emisiones,Cerrado,"Estados Unidos",2020-09-18,2020-09-18,156100000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
340,"Omega Geração recauda fondos para expandir negocio de generación de energía",drupal-78676,78676,https://lexlatin.com/node/78676,Emisiones,Cerrado,"Brasil",2020-09-18,2020-09-18,27800000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
340,"Omega Geração recauda fondos para expandir negocio de generación de energía",drupal-78683,78683,https://lexlatin.com/node/78683,M&A,Cerrado,"Brasil",2020-09-18,2020-09-18,115600000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
341,"Oncoclínicas do Brasil Serviços Médicos adquiere Unity Participações y Complexo Hospitalar Uberlândia",drupal-100672,100672,https://lexlatin.com/node/100672,M&A,Cerrado,"Brasil",2021-09-30,2021-09-30,107871931.11,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
341,"Oncoclínicas do Brasil Serviços Médicos adquiere Unity Participações y Complexo Hospitalar Uberlândia",drupal-100678,100678,https://lexlatin.com/node/100678,M&A,Cerrado,"Brasil",2021-09-30,2021-09-30,107871931.11,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
341,"Oncoclínicas do Brasil Serviços Médicos adquiere Unity Participações y Complexo Hospitalar Uberlândia",drupal-100679,100679,https://lexlatin.com/node/100679,M&A,Cerrado,"Brasil",2021-09-30,2021-09-30,46813952.35,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
342,"Opea Securitizadora emite Certificados de Bienes Raíces",drupal-113007,113007,https://lexlatin.com/node/113007,Emisiones,Cerrado,"Brasil",2023-07-03,2023-07-03,12697094.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
342,"Opea Securitizadora emite Certificados de Bienes Raíces",drupal-97435,97435,https://lexlatin.com/node/97435,Emisiones,Cerrado,"Brasil",2021-09-23,2021-09-23,40012789.39,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
343,"Organismo antimonopolio de Paraguay autoriza compra de activos de Petrobras por Copetrol ",drupal-59198,59198,https://lexlatin.com/node/59198,Financiamientos,Cerrado,"Estados Unidos",2019-02-05,2019-02-05,380800000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
343,"Organismo antimonopolio de Paraguay autoriza compra de activos de Petrobras por Copetrol ",drupal-69564,69564,https://lexlatin.com/node/69564,M&A,Cerrado,"Estados Unidos",2019-02-05,2019-02-05,380800000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
343,"Organismo antimonopolio de Paraguay autoriza compra de activos de Petrobras por Copetrol ",drupal-69565,69565,https://lexlatin.com/node/69565,Financiamientos,Cerrado,"Estados Unidos",2019-02-01,,130000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
344,"Orión Fibra-E compra Autopistas de Tapachula como primer activo",drupal-80217,80217,https://lexlatin.com/node/80217,Emisiones,Cerrado,"México",2020-11-28,2020-11-28,30600000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
344,"Orión Fibra-E compra Autopistas de Tapachula como primer activo",drupal-80330,80330,https://lexlatin.com/node/80330,M&A,Cerrado,"México",2020-11-28,2020-11-28,,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
344,"Orión Fibra-E compra Autopistas de Tapachula como primer activo",drupal-80331,80331,https://lexlatin.com/node/80331,Emisiones,Cerrado,"México",2020-11-28,2020-11-28,30600000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
345,"PAGBAM asesora en emisión de Banco Santander Río",drupal-30763,30763,https://lexlatin.com/node/30763,Emisiones,Cerrada,"Argentina",,,,SÍ,SÍ,DUPLICADO PROBABLE (mismos datos)
345,"PAGBAM asesora en emisión de Banco Santander Río",drupal-31455,31455,https://lexlatin.com/node/31455,Emisiones,Cerrada,"Argentina",,,,SÍ,SÍ,DUPLICADO PROBABLE (mismos datos)
346,"Pampa Cogeneración y YPF adquieren central termoeléctrica de IEASA y obtienen financiamiento para la compra",drupal-77535,77535,https://lexlatin.com/node/77535,M&A,Cerrado,"Estados Unidos",2019-06-26,2019-06-26,533400000.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
346,"Pampa Cogeneración y YPF adquieren central termoeléctrica de IEASA y obtienen financiamiento para la compra",drupal-79423,79423,https://lexlatin.com/node/79423,M&A,Cerrado,"Estados Unidos",2019-06-26,2019-06-26,533400000.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
346,"Pampa Cogeneración y YPF adquieren central termoeléctrica de IEASA y obtienen financiamiento para la compra",drupal-79425,79425,https://lexlatin.com/node/79425,Financiamientos,Cerrado,"Estados Unidos",2019-06-26,2019-06-26,303900000.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
347,"Pampa Energía coloca sus primeros bonos verdes en Argentina",drupal-93697,93697,https://lexlatin.com/node/93697,Emisiones,Cerrado,"Argentina",2022-02-07,2022-02-07,29300000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
347,"Pampa Energía coloca sus primeros bonos verdes en Argentina",drupal-99721,99721,https://lexlatin.com/node/99721,Emisiones,Cerrado,"Argentina",2022-01-18,2022-01-18,29300000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
347,"Pampa Energía coloca sus primeros bonos verdes en Argentina",drupal-99722,99722,https://lexlatin.com/node/99722,Emisiones,Cerrado,"Argentina",2022-02-07,2022-02-07,105000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
348,"Pan American Silver adquiere a la minera Yamana Gold",drupal-109708,109708,https://lexlatin.com/node/109708,M&A,Cerrado,"Perú",2023-03-31,2023-03-31,4800000000.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
348,"Pan American Silver adquiere a la minera Yamana Gold",drupal-109709,109709,https://lexlatin.com/node/109709,M&A,Cerrado,"Chile",2023-03-31,2023-03-31,4800000000.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
348,"Pan American Silver adquiere a la minera Yamana Gold",drupal-109710,109710,https://lexlatin.com/node/109710,Financiamientos,Cerrado,"Perú",2023-03-31,2023-03-31,750000000.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
349,"Paraguay construye vías terrestres con la ayuda de un financiamiento híbrido",drupal-68864,68864,https://lexlatin.com/node/68864,Emisiones,Cerrado,"Estados Unidos",,,657600000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
349,"Paraguay construye vías terrestres con la ayuda de un financiamiento híbrido",drupal-69748,69748,https://lexlatin.com/node/69748,Emisiones,Cerrado,"Estados Unidos",,,457600000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
349,"Paraguay construye vías terrestres con la ayuda de un financiamiento híbrido",drupal-69749,69749,https://lexlatin.com/node/69749,Financiamientos,Cerrado,"Estados Unidos",,,200000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
350,"Parque Arauco adquiere participación en activos de Inmoval y PA Atlas y expande portafolio en Colombia",drupal-114717,114717,https://lexlatin.com/node/114717,M&A,En progreso,"Colombia",2023-08-24,,17000000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
350,"Parque Arauco adquiere participación en activos de Inmoval y PA Atlas y expande portafolio en Colombia",drupal-115148,115148,https://lexlatin.com/node/115148,M&A,En progreso,"Colombia",2023-08-24,,34000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
350,"Parque Arauco adquiere participación en activos de Inmoval y PA Atlas y expande portafolio en Colombia",drupal-115149,115149,https://lexlatin.com/node/115149,M&A,En progreso,"Colombia",2023-08-24,,17000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
351,"Pátria Infraestrutura Brasil Holding IV obtiene préstamo por el Banco BTG y realiza emisión de pagarés",drupal-97044,97044,https://lexlatin.com/node/97044,Emisiones,Cerrado,"Brasil",2021-07-30,2021-07-30,79034172.06,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
351,"Pátria Infraestrutura Brasil Holding IV obtiene préstamo por el Banco BTG y realiza emisión de pagarés",drupal-97045,97045,https://lexlatin.com/node/97045,Financiamientos,Cerrado,"Brasil",2021-07-30,2021-07-30,79034172.06,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
351,"Pátria Infraestrutura Brasil Holding IV obtiene préstamo por el Banco BTG y realiza emisión de pagarés",drupal-97046,97046,https://lexlatin.com/node/97046,Emisiones,Cerrado,"Brasil",2021-07-30,2021-07-30,39517086.03,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
352,"Pátria Investimentos compra participaciones en parques eólicos de Chapada do Piauí I y II",drupal-117836,117836,https://lexlatin.com/node/117836,M&A,Cerrado,"Brasil",2023-10-05,2023-10-05,,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
352,"Pátria Investimentos compra participaciones en parques eólicos de Chapada do Piauí I y II",drupal-117963,117963,https://lexlatin.com/node/117963,M&A,Cerrado,"Brasil",2023-12-04,2023-12-04,,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
352,"Pátria Investimentos compra participaciones en parques eólicos de Chapada do Piauí I y II",drupal-117964,117964,https://lexlatin.com/node/117964,M&A,Cerrado,"Brasil",2023-12-06,2023-12-06,132800000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
352,"Pátria Investimentos compra participaciones en parques eólicos de Chapada do Piauí I y II",drupal-117965,117965,https://lexlatin.com/node/117965,M&A,Cerrado,"Brasil",2023-10-05,2023-10-05,,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
353,"Patria Investments adquiere activos de Oncólogos del Occidente en Colombia ",drupal-106331,106331,https://lexlatin.com/node/106331,M&A,Cerrado,"Colombia",2022-12-09,2022-12-09,,SÍ,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
353,"Patria Investments adquiere activos de Oncólogos del Occidente en Colombia ",drupal-106431,106431,https://lexlatin.com/node/106431,M&A,Cerrado,"Colombia",2022-12-09,2022-12-09,,NO,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
353,"Patria Investments adquiere activos de Oncólogos del Occidente en Colombia ",drupal-106432,106432,https://lexlatin.com/node/106432,M&A,Cerrado,"Colombia",2022-12-09,2022-12-09,,NO,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
354,"Pemex obtiene financiamiento por un monto total de USD 2.834,6 millones a través de emisión y préstamo sindicado",drupal-131850,131850,https://lexlatin.com/node/131850,Emisiones,Cerrado,"México",2026-02-17,2026-03-06,1740200000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
354,"Pemex obtiene financiamiento por un monto total de USD 2.834,6 millones a través de emisión y préstamo sindicado",drupal-134015,134015,https://lexlatin.com/node/134015,Emisiones,Cerrado,"México",2026-02-17,2026-02-17,1740200000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
354,"Pemex obtiene financiamiento por un monto total de USD 2.834,6 millones a través de emisión y préstamo sindicado",drupal-134046,134046,https://lexlatin.com/node/134046,Financiamientos,Cerrado,"México",2026-03-06,2026-03-06,1049400000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
355,"Peruana Qubist consigue fondos para costear adquisición de hotel en Puno",drupal-67554,67554,https://lexlatin.com/node/67554,M&A,Cerrado,"Perú",2019-08-29,,,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
355,"Peruana Qubist consigue fondos para costear adquisición de hotel en Puno",drupal-69545,69545,https://lexlatin.com/node/69545,Financiamientos,Cerrado,"Perú",2019-09-05,,,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
355,"Peruana Qubist consigue fondos para costear adquisición de hotel en Puno",drupal-69546,69546,https://lexlatin.com/node/69546,M&A,Cerrado,"Perú",2019-08-29,,,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
356,"Pesquera Exalmar recompra notas sénior con vencimiento en 2025",drupal-86494,86494,https://lexlatin.com/node/86494,Emisiones,Cerrado,"Estados Unidos",2021-06-25,2021-06-25,148400000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
356,"Pesquera Exalmar recompra notas sénior con vencimiento en 2025",drupal-86636,86636,https://lexlatin.com/node/86636,Financiamientos,Cerrado,"Estados Unidos",2021-06-24,2021-06-24,148400000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
356,"Pesquera Exalmar recompra notas sénior con vencimiento en 2025",drupal-86637,86637,https://lexlatin.com/node/86637,Emisiones,Cerrado,"Estados Unidos",2021-06-25,2021-06-25,59100000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
357,"Pet Care Group adquiere participaciones en laboratorios veterinarios",drupal-80074,80074,https://lexlatin.com/node/80074,M&A,Cerrado,"Brasil",2021-11-10,2021-11-10,,NO,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
357,"Pet Care Group adquiere participaciones en laboratorios veterinarios",drupal-92094,92094,https://lexlatin.com/node/92094,M&A,Cerrado,"Brasil",2021-11-10,2021-11-10,,NO,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
357,"Pet Care Group adquiere participaciones en laboratorios veterinarios",drupal-92095,92095,https://lexlatin.com/node/92095,M&A,Cerrado,"Brasil",2021-11-10,2021-11-10,,NO,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
358,"Petrobras recauda 1.000 millones de dólares en emisión internacional",drupal-78816,78816,https://lexlatin.com/node/78816,Emisiones,Cerrado,"Estados Unidos",2020-10-22,2020-10-22,1000000000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
358,"Petrobras recauda 1.000 millones de dólares en emisión internacional",drupal-81533,81533,https://lexlatin.com/node/81533,Emisiones,Cerrado,"Estados Unidos",2020-10-22,2020-10-22,1000000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
358,"Petrobras recauda 1.000 millones de dólares en emisión internacional",drupal-81534,81534,https://lexlatin.com/node/81534,Emisiones,Cerrado,"Estados Unidos",2020-10-22,2020-10-22,1510000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
359,"Petroquímica Comodoro Rivadavia obtiene préstamo sindicado",drupal-81391,81391,https://lexlatin.com/node/81391,Emisiones,Cerrado,"Argentina",2021-01-29,2021-01-29,76800000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
359,"Petroquímica Comodoro Rivadavia obtiene préstamo sindicado",drupal-81448,81448,https://lexlatin.com/node/81448,Financiamientos,Cerrado,"Argentina",2021-01-29,2021-01-29,76800000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
359,"Petroquímica Comodoro Rivadavia obtiene préstamo sindicado",drupal-81449,81449,https://lexlatin.com/node/81449,Emisiones,Cerrado,"Argentina",2021-01-29,2021-01-29,36900000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
360,"PlantPlus Foods adquiere Drink Eat Well y Sol Cuisine",drupal-104511,104511,https://lexlatin.com/node/104511,M&A,Cerrado,"Estados Unidos",2022-01-19,2022-01-19,,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
360,"PlantPlus Foods adquiere Drink Eat Well y Sol Cuisine",drupal-104533,104533,https://lexlatin.com/node/104533,M&A,Cerrado,"Estados Unidos",2021-11-12,2021-11-12,,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
360,"PlantPlus Foods adquiere Drink Eat Well y Sol Cuisine",drupal-104534,104534,https://lexlatin.com/node/104534,M&A,Cerrado,"Estados Unidos",2022-01-19,2022-01-19,91837119.33,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
361,"Playa Resorts consigue financiamiento para mejorar su perfil de liquidez",drupal-75174,75174,https://lexlatin.com/node/75174,Emisiones,Cerrado,"Estados Unidos",2020-06-01,2020-06-01,94000000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
361,"Playa Resorts consigue financiamiento para mejorar su perfil de liquidez",drupal-75926,75926,https://lexlatin.com/node/75926,Financiamientos,Cerrado,"Estados Unidos",2020-06-01,2020-06-01,94000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
361,"Playa Resorts consigue financiamiento para mejorar su perfil de liquidez",drupal-75927,75927,https://lexlatin.com/node/75927,Financiamientos,Cerrado,"Estados Unidos",2020-06-01,2020-06-01,110000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
361,"Playa Resorts consigue financiamiento para mejorar su perfil de liquidez",drupal-75928,75928,https://lexlatin.com/node/75928,Emisiones,Cerrado,"Estados Unidos",2020-06-01,2020-06-01,20000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
362,"Plaza Logística recibe préstamo sindicado denominado en UVAs",drupal-34063,34063,https://lexlatin.com/node/34063,Emisiones,Cerrado,"Argentina",2017-12-01,2017-12-18,60000000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
362,"Plaza Logística recibe préstamo sindicado denominado en UVAs",drupal-69917,69917,https://lexlatin.com/node/69917,Financiamientos,Cerrado,"Argentina",2017-12-01,,60000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
362,"Plaza Logística recibe préstamo sindicado denominado en UVAs",drupal-69918,69918,https://lexlatin.com/node/69918,Emisiones,Cerrado,"Argentina",2017-12-18,2017-12-18,130000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
363,"Polaris completa adquisición de Union Energy Group",drupal-56353,56353,https://lexlatin.com/node/56353,M&A,Cerrado,"Estados Unidos",2018-10-30,,,SÍ,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
363,"Polaris completa adquisición de Union Energy Group",drupal-72222,72222,https://lexlatin.com/node/72222,M&A,Cerrado,"Estados Unidos",2018-10-30,,,NO,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
363,"Polaris completa adquisición de Union Energy Group",drupal-72223,72223,https://lexlatin.com/node/72223,Financiamientos,Cerrado,"Estados Unidos",2018-10-30,,,NO,SÍ,CLON PROBABLE (mismo dato + nid consecutivo)
364,"Productor argentino de lácteos Mastellone Hermanos refinancia deuda externa ",drupal-86112,86112,https://lexlatin.com/node/86112,Emisiones,Cerrado,"Estados Unidos",2021-06-28,2021-06-28,164200000.00,SÍ,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
364,"Productor argentino de lácteos Mastellone Hermanos refinancia deuda externa ",drupal-86201,86201,https://lexlatin.com/node/86201,Emisiones,Cerrado,"Estados Unidos",2021-06-28,2021-06-28,164200000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
364,"Productor argentino de lácteos Mastellone Hermanos refinancia deuda externa ",drupal-86205,86205,https://lexlatin.com/node/86205,Emisiones,Cerrado,"Estados Unidos",2021-06-25,2021-06-25,45000000.00,NO,SÍ,VERSIÓN PUB/NO-PUB (publicado + no publicado)
365,"Proparco emite de bonos verdes y otorga financiamiento a Louis Dreyfus Company Sucos",drupal-106903,106903,https://lexlatin.com/node/106903,Emisiones,Cerrado,"Estados Unidos",2022-12-21,2022-12-21,45000000.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
365,"Proparco emite de bonos verdes y otorga financiamiento a Louis Dreyfus Company Sucos",drupal-106920,106920,https://lexlatin.com/node/106920,Emisiones,Cerrado,"Estados Unidos",2022-12-21,2022-12-21,45000000.00,NO,SÍ,VERSIÓN DIFERENTE (datos distintos)
